clip_name,clip_path,label
v_BreastStroke_g20_c03,/train/BreastStroke/v_BreastStroke_g20_c03.avi,BreastStroke
v_BreastStroke_g23_c01,/train/BreastStroke/v_BreastStroke_g23_c01.avi,BreastStroke
v_BreastStroke_g08_c03,/train/BreastStroke/v_BreastStroke_g08_c03.avi,BreastStroke
v_BreastStroke_g24_c01,/train/BreastStroke/v_BreastStroke_g24_c01.avi,BreastStroke
v_BreastStroke_g08_c04,/train/BreastStroke/v_BreastStroke_g08_c04.avi,BreastStroke
v_BreastStroke_g13_c02,/train/BreastStroke/v_BreastStroke_g13_c02.avi,BreastStroke
v_BreastStroke_g15_c03,/train/BreastStroke/v_BreastStroke_g15_c03.avi,BreastStroke
v_BreastStroke_g16_c02,/train/BreastStroke/v_BreastStroke_g16_c02.avi,BreastStroke
v_BreastStroke_g13_c03,/train/BreastStroke/v_BreastStroke_g13_c03.avi,BreastStroke
v_BreastStroke_g15_c01,/train/BreastStroke/v_BreastStroke_g15_c01.avi,BreastStroke
v_BreastStroke_g09_c04,/train/BreastStroke/v_BreastStroke_g09_c04.avi,BreastStroke
v_BreastStroke_g24_c04,/train/BreastStroke/v_BreastStroke_g24_c04.avi,BreastStroke
v_BreastStroke_g21_c01,/train/BreastStroke/v_BreastStroke_g21_c01.avi,BreastStroke
v_BreastStroke_g25_c03,/train/BreastStroke/v_BreastStroke_g25_c03.avi,BreastStroke
v_BreastStroke_g03_c04,/train/BreastStroke/v_BreastStroke_g03_c04.avi,BreastStroke
v_BreastStroke_g07_c03,/train/BreastStroke/v_BreastStroke_g07_c03.avi,BreastStroke
v_BreastStroke_g10_c02,/train/BreastStroke/v_BreastStroke_g10_c02.avi,BreastStroke
v_BreastStroke_g07_c02,/train/BreastStroke/v_BreastStroke_g07_c02.avi,BreastStroke
v_BreastStroke_g10_c01,/train/BreastStroke/v_BreastStroke_g10_c01.avi,BreastStroke
v_BreastStroke_g15_c02,/train/BreastStroke/v_BreastStroke_g15_c02.avi,BreastStroke
v_BreastStroke_g02_c01,/train/BreastStroke/v_BreastStroke_g02_c01.avi,BreastStroke
v_BreastStroke_g04_c03,/train/BreastStroke/v_BreastStroke_g04_c03.avi,BreastStroke
v_BreastStroke_g24_c02,/train/BreastStroke/v_BreastStroke_g24_c02.avi,BreastStroke
v_BreastStroke_g12_c01,/train/BreastStroke/v_BreastStroke_g12_c01.avi,BreastStroke
v_BreastStroke_g13_c04,/train/BreastStroke/v_BreastStroke_g13_c04.avi,BreastStroke
v_BreastStroke_g01_c03,/train/BreastStroke/v_BreastStroke_g01_c03.avi,BreastStroke
v_BreastStroke_g14_c03,/train/BreastStroke/v_BreastStroke_g14_c03.avi,BreastStroke
v_BreastStroke_g19_c04,/train/BreastStroke/v_BreastStroke_g19_c04.avi,BreastStroke
v_BreastStroke_g03_c03,/train/BreastStroke/v_BreastStroke_g03_c03.avi,BreastStroke
v_BreastStroke_g18_c02,/train/BreastStroke/v_BreastStroke_g18_c02.avi,BreastStroke
v_BreastStroke_g09_c01,/train/BreastStroke/v_BreastStroke_g09_c01.avi,BreastStroke
v_BreastStroke_g12_c02,/train/BreastStroke/v_BreastStroke_g12_c02.avi,BreastStroke
v_BreastStroke_g23_c03,/train/BreastStroke/v_BreastStroke_g23_c03.avi,BreastStroke
v_BreastStroke_g04_c01,/train/BreastStroke/v_BreastStroke_g04_c01.avi,BreastStroke
v_BreastStroke_g25_c02,/train/BreastStroke/v_BreastStroke_g25_c02.avi,BreastStroke
v_BreastStroke_g05_c01,/train/BreastStroke/v_BreastStroke_g05_c01.avi,BreastStroke
v_BreastStroke_g22_c01,/train/BreastStroke/v_BreastStroke_g22_c01.avi,BreastStroke
v_BreastStroke_g23_c02,/train/BreastStroke/v_BreastStroke_g23_c02.avi,BreastStroke
v_FloorGymnastics_g25_c03,/train/FloorGymnastics/v_FloorGymnastics_g25_c03.avi,FloorGymnastics
v_FloorGymnastics_g04_c04,/train/FloorGymnastics/v_FloorGymnastics_g04_c04.avi,FloorGymnastics
v_FloorGymnastics_g07_c03,/train/FloorGymnastics/v_FloorGymnastics_g07_c03.avi,FloorGymnastics
v_FloorGymnastics_g23_c01,/train/FloorGymnastics/v_FloorGymnastics_g23_c01.avi,FloorGymnastics
v_FloorGymnastics_g09_c01,/train/FloorGymnastics/v_FloorGymnastics_g09_c01.avi,FloorGymnastics
v_FloorGymnastics_g10_c04,/train/FloorGymnastics/v_FloorGymnastics_g10_c04.avi,FloorGymnastics
v_FloorGymnastics_g18_c07,/train/FloorGymnastics/v_FloorGymnastics_g18_c07.avi,FloorGymnastics
v_FloorGymnastics_g17_c04,/train/FloorGymnastics/v_FloorGymnastics_g17_c04.avi,FloorGymnastics
v_FloorGymnastics_g01_c05,/train/FloorGymnastics/v_FloorGymnastics_g01_c05.avi,FloorGymnastics
v_FloorGymnastics_g16_c04,/train/FloorGymnastics/v_FloorGymnastics_g16_c04.avi,FloorGymnastics
v_FloorGymnastics_g21_c05,/train/FloorGymnastics/v_FloorGymnastics_g21_c05.avi,FloorGymnastics
v_FloorGymnastics_g19_c02,/train/FloorGymnastics/v_FloorGymnastics_g19_c02.avi,FloorGymnastics
v_FloorGymnastics_g25_c04,/train/FloorGymnastics/v_FloorGymnastics_g25_c04.avi,FloorGymnastics
v_FloorGymnastics_g20_c01,/train/FloorGymnastics/v_FloorGymnastics_g20_c01.avi,FloorGymnastics
v_FloorGymnastics_g14_c01,/train/FloorGymnastics/v_FloorGymnastics_g14_c01.avi,FloorGymnastics
v_FloorGymnastics_g25_c05,/train/FloorGymnastics/v_FloorGymnastics_g25_c05.avi,FloorGymnastics
v_FloorGymnastics_g11_c03,/train/FloorGymnastics/v_FloorGymnastics_g11_c03.avi,FloorGymnastics
v_FloorGymnastics_g10_c02,/train/FloorGymnastics/v_FloorGymnastics_g10_c02.avi,FloorGymnastics
v_FloorGymnastics_g15_c03,/train/FloorGymnastics/v_FloorGymnastics_g15_c03.avi,FloorGymnastics
v_FloorGymnastics_g11_c02,/train/FloorGymnastics/v_FloorGymnastics_g11_c02.avi,FloorGymnastics
v_FloorGymnastics_g13_c01,/train/FloorGymnastics/v_FloorGymnastics_g13_c01.avi,FloorGymnastics
v_FloorGymnastics_g09_c06,/train/FloorGymnastics/v_FloorGymnastics_g09_c06.avi,FloorGymnastics
v_FloorGymnastics_g05_c01,/train/FloorGymnastics/v_FloorGymnastics_g05_c01.avi,FloorGymnastics
v_FloorGymnastics_g08_c03,/train/FloorGymnastics/v_FloorGymnastics_g08_c03.avi,FloorGymnastics
v_FloorGymnastics_g18_c03,/train/FloorGymnastics/v_FloorGymnastics_g18_c03.avi,FloorGymnastics
v_FloorGymnastics_g13_c03,/train/FloorGymnastics/v_FloorGymnastics_g13_c03.avi,FloorGymnastics
v_FloorGymnastics_g21_c03,/train/FloorGymnastics/v_FloorGymnastics_g21_c03.avi,FloorGymnastics
v_FloorGymnastics_g23_c04,/train/FloorGymnastics/v_FloorGymnastics_g23_c04.avi,FloorGymnastics
v_FloorGymnastics_g23_c02,/train/FloorGymnastics/v_FloorGymnastics_g23_c02.avi,FloorGymnastics
v_FloorGymnastics_g11_c01,/train/FloorGymnastics/v_FloorGymnastics_g11_c01.avi,FloorGymnastics
v_FloorGymnastics_g14_c04,/train/FloorGymnastics/v_FloorGymnastics_g14_c04.avi,FloorGymnastics
v_FloorGymnastics_g03_c04,/train/FloorGymnastics/v_FloorGymnastics_g03_c04.avi,FloorGymnastics
v_FloorGymnastics_g14_c02,/train/FloorGymnastics/v_FloorGymnastics_g14_c02.avi,FloorGymnastics
v_FloorGymnastics_g18_c04,/train/FloorGymnastics/v_FloorGymnastics_g18_c04.avi,FloorGymnastics
v_FloorGymnastics_g01_c01,/train/FloorGymnastics/v_FloorGymnastics_g01_c01.avi,FloorGymnastics
v_FloorGymnastics_g12_c03,/train/FloorGymnastics/v_FloorGymnastics_g12_c03.avi,FloorGymnastics
v_FloorGymnastics_g12_c05,/train/FloorGymnastics/v_FloorGymnastics_g12_c05.avi,FloorGymnastics
v_FloorGymnastics_g15_c01,/train/FloorGymnastics/v_FloorGymnastics_g15_c01.avi,FloorGymnastics
v_FloorGymnastics_g20_c03,/train/FloorGymnastics/v_FloorGymnastics_g20_c03.avi,FloorGymnastics
v_FloorGymnastics_g07_c01,/train/FloorGymnastics/v_FloorGymnastics_g07_c01.avi,FloorGymnastics
v_FloorGymnastics_g13_c02,/train/FloorGymnastics/v_FloorGymnastics_g13_c02.avi,FloorGymnastics
v_FloorGymnastics_g06_c05,/train/FloorGymnastics/v_FloorGymnastics_g06_c05.avi,FloorGymnastics
v_FloorGymnastics_g10_c01,/train/FloorGymnastics/v_FloorGymnastics_g10_c01.avi,FloorGymnastics
v_FloorGymnastics_g21_c04,/train/FloorGymnastics/v_FloorGymnastics_g21_c04.avi,FloorGymnastics
v_FloorGymnastics_g22_c02,/train/FloorGymnastics/v_FloorGymnastics_g22_c02.avi,FloorGymnastics
v_FloorGymnastics_g10_c05,/train/FloorGymnastics/v_FloorGymnastics_g10_c05.avi,FloorGymnastics
v_FloorGymnastics_g17_c03,/train/FloorGymnastics/v_FloorGymnastics_g17_c03.avi,FloorGymnastics
v_FloorGymnastics_g18_c01,/train/FloorGymnastics/v_FloorGymnastics_g18_c01.avi,FloorGymnastics
v_FloorGymnastics_g05_c04,/train/FloorGymnastics/v_FloorGymnastics_g05_c04.avi,FloorGymnastics
v_FloorGymnastics_g22_c01,/train/FloorGymnastics/v_FloorGymnastics_g22_c01.avi,FloorGymnastics
v_FloorGymnastics_g06_c07,/train/FloorGymnastics/v_FloorGymnastics_g06_c07.avi,FloorGymnastics
v_FloorGymnastics_g22_c04,/train/FloorGymnastics/v_FloorGymnastics_g22_c04.avi,FloorGymnastics
v_FloorGymnastics_g15_c04,/train/FloorGymnastics/v_FloorGymnastics_g15_c04.avi,FloorGymnastics
v_FloorGymnastics_g09_c07,/train/FloorGymnastics/v_FloorGymnastics_g09_c07.avi,FloorGymnastics
v_FloorGymnastics_g19_c03,/train/FloorGymnastics/v_FloorGymnastics_g19_c03.avi,FloorGymnastics
v_FloorGymnastics_g06_c01,/train/FloorGymnastics/v_FloorGymnastics_g06_c01.avi,FloorGymnastics
v_FloorGymnastics_g05_c03,/train/FloorGymnastics/v_FloorGymnastics_g05_c03.avi,FloorGymnastics
v_FloorGymnastics_g20_c04,/train/FloorGymnastics/v_FloorGymnastics_g20_c04.avi,FloorGymnastics
v_FloorGymnastics_g06_c06,/train/FloorGymnastics/v_FloorGymnastics_g06_c06.avi,FloorGymnastics
v_FloorGymnastics_g06_c04,/train/FloorGymnastics/v_FloorGymnastics_g06_c04.avi,FloorGymnastics
v_FloorGymnastics_g23_c03,/train/FloorGymnastics/v_FloorGymnastics_g23_c03.avi,FloorGymnastics
v_FloorGymnastics_g10_c03,/train/FloorGymnastics/v_FloorGymnastics_g10_c03.avi,FloorGymnastics
v_FloorGymnastics_g18_c06,/train/FloorGymnastics/v_FloorGymnastics_g18_c06.avi,FloorGymnastics
v_FloorGymnastics_g21_c02,/train/FloorGymnastics/v_FloorGymnastics_g21_c02.avi,FloorGymnastics
v_FloorGymnastics_g14_c03,/train/FloorGymnastics/v_FloorGymnastics_g14_c03.avi,FloorGymnastics
v_FloorGymnastics_g09_c05,/train/FloorGymnastics/v_FloorGymnastics_g09_c05.avi,FloorGymnastics
v_FloorGymnastics_g21_c01,/train/FloorGymnastics/v_FloorGymnastics_g21_c01.avi,FloorGymnastics
v_FloorGymnastics_g15_c02,/train/FloorGymnastics/v_FloorGymnastics_g15_c02.avi,FloorGymnastics
v_FloorGymnastics_g03_c02,/train/FloorGymnastics/v_FloorGymnastics_g03_c02.avi,FloorGymnastics
v_FloorGymnastics_g01_c04,/train/FloorGymnastics/v_FloorGymnastics_g01_c04.avi,FloorGymnastics
v_FloorGymnastics_g04_c01,/train/FloorGymnastics/v_FloorGymnastics_g04_c01.avi,FloorGymnastics
v_FloorGymnastics_g16_c02,/train/FloorGymnastics/v_FloorGymnastics_g16_c02.avi,FloorGymnastics
v_FloorGymnastics_g17_c06,/train/FloorGymnastics/v_FloorGymnastics_g17_c06.avi,FloorGymnastics
v_FloorGymnastics_g12_c06,/train/FloorGymnastics/v_FloorGymnastics_g12_c06.avi,FloorGymnastics
v_FloorGymnastics_g24_c03,/train/FloorGymnastics/v_FloorGymnastics_g24_c03.avi,FloorGymnastics
v_FloorGymnastics_g16_c01,/train/FloorGymnastics/v_FloorGymnastics_g16_c01.avi,FloorGymnastics
v_FloorGymnastics_g12_c04,/train/FloorGymnastics/v_FloorGymnastics_g12_c04.avi,FloorGymnastics
v_FloorGymnastics_g11_c04,/train/FloorGymnastics/v_FloorGymnastics_g11_c04.avi,FloorGymnastics
v_FloorGymnastics_g02_c02,/train/FloorGymnastics/v_FloorGymnastics_g02_c02.avi,FloorGymnastics
v_FloorGymnastics_g08_c02,/train/FloorGymnastics/v_FloorGymnastics_g08_c02.avi,FloorGymnastics
v_FloorGymnastics_g13_c04,/train/FloorGymnastics/v_FloorGymnastics_g13_c04.avi,FloorGymnastics
v_FloorGymnastics_g07_c07,/train/FloorGymnastics/v_FloorGymnastics_g07_c07.avi,FloorGymnastics
v_FloorGymnastics_g07_c04,/train/FloorGymnastics/v_FloorGymnastics_g07_c04.avi,FloorGymnastics
v_FloorGymnastics_g06_c03,/train/FloorGymnastics/v_FloorGymnastics_g06_c03.avi,FloorGymnastics
v_FloorGymnastics_g19_c04,/train/FloorGymnastics/v_FloorGymnastics_g19_c04.avi,FloorGymnastics
v_FloorGymnastics_g03_c03,/train/FloorGymnastics/v_FloorGymnastics_g03_c03.avi,FloorGymnastics
v_FloorGymnastics_g04_c02,/train/FloorGymnastics/v_FloorGymnastics_g04_c02.avi,FloorGymnastics
v_FloorGymnastics_g17_c01,/train/FloorGymnastics/v_FloorGymnastics_g17_c01.avi,FloorGymnastics
v_FloorGymnastics_g16_c03,/train/FloorGymnastics/v_FloorGymnastics_g16_c03.avi,FloorGymnastics
v_FloorGymnastics_g20_c02,/train/FloorGymnastics/v_FloorGymnastics_g20_c02.avi,FloorGymnastics
v_FloorGymnastics_g18_c05,/train/FloorGymnastics/v_FloorGymnastics_g18_c05.avi,FloorGymnastics
v_FloorGymnastics_g02_c04,/train/FloorGymnastics/v_FloorGymnastics_g02_c04.avi,FloorGymnastics
v_FloorGymnastics_g04_c03,/train/FloorGymnastics/v_FloorGymnastics_g04_c03.avi,FloorGymnastics
v_BenchPress_g14_c03,/train/BenchPress/v_BenchPress_g14_c03.avi,BenchPress
v_BenchPress_g05_c06,/train/BenchPress/v_BenchPress_g05_c06.avi,BenchPress
v_BenchPress_g21_c03,/train/BenchPress/v_BenchPress_g21_c03.avi,BenchPress
v_BenchPress_g23_c05,/train/BenchPress/v_BenchPress_g23_c05.avi,BenchPress
v_BenchPress_g25_c01,/train/BenchPress/v_BenchPress_g25_c01.avi,BenchPress
v_BenchPress_g03_c04,/train/BenchPress/v_BenchPress_g03_c04.avi,BenchPress
v_BenchPress_g08_c05,/train/BenchPress/v_BenchPress_g08_c05.avi,BenchPress
v_BenchPress_g02_c06,/train/BenchPress/v_BenchPress_g02_c06.avi,BenchPress
v_BenchPress_g24_c03,/train/BenchPress/v_BenchPress_g24_c03.avi,BenchPress
v_BenchPress_g15_c03,/train/BenchPress/v_BenchPress_g15_c03.avi,BenchPress
v_BenchPress_g05_c07,/train/BenchPress/v_BenchPress_g05_c07.avi,BenchPress
v_BenchPress_g10_c03,/train/BenchPress/v_BenchPress_g10_c03.avi,BenchPress
v_BenchPress_g18_c04,/train/BenchPress/v_BenchPress_g18_c04.avi,BenchPress
v_BenchPress_g14_c02,/train/BenchPress/v_BenchPress_g14_c02.avi,BenchPress
v_BenchPress_g25_c07,/train/BenchPress/v_BenchPress_g25_c07.avi,BenchPress
v_BenchPress_g20_c01,/train/BenchPress/v_BenchPress_g20_c01.avi,BenchPress
v_BenchPress_g18_c03,/train/BenchPress/v_BenchPress_g18_c03.avi,BenchPress
v_BenchPress_g11_c01,/train/BenchPress/v_BenchPress_g11_c01.avi,BenchPress
v_BenchPress_g01_c05,/train/BenchPress/v_BenchPress_g01_c05.avi,BenchPress
v_BenchPress_g25_c03,/train/BenchPress/v_BenchPress_g25_c03.avi,BenchPress
v_BenchPress_g10_c01,/train/BenchPress/v_BenchPress_g10_c01.avi,BenchPress
v_BenchPress_g01_c04,/train/BenchPress/v_BenchPress_g01_c04.avi,BenchPress
v_BenchPress_g22_c07,/train/BenchPress/v_BenchPress_g22_c07.avi,BenchPress
v_BenchPress_g09_c07,/train/BenchPress/v_BenchPress_g09_c07.avi,BenchPress
v_BenchPress_g18_c05,/train/BenchPress/v_BenchPress_g18_c05.avi,BenchPress
v_BenchPress_g23_c01,/train/BenchPress/v_BenchPress_g23_c01.avi,BenchPress
v_BenchPress_g05_c01,/train/BenchPress/v_BenchPress_g05_c01.avi,BenchPress
v_BenchPress_g22_c01,/train/BenchPress/v_BenchPress_g22_c01.avi,BenchPress
v_BenchPress_g11_c02,/train/BenchPress/v_BenchPress_g11_c02.avi,BenchPress
v_BenchPress_g13_c01,/train/BenchPress/v_BenchPress_g13_c01.avi,BenchPress
v_BenchPress_g16_c04,/train/BenchPress/v_BenchPress_g16_c04.avi,BenchPress
v_BenchPress_g16_c05,/train/BenchPress/v_BenchPress_g16_c05.avi,BenchPress
v_BenchPress_g25_c05,/train/BenchPress/v_BenchPress_g25_c05.avi,BenchPress
v_BenchPress_g03_c03,/train/BenchPress/v_BenchPress_g03_c03.avi,BenchPress
v_BenchPress_g05_c02,/train/BenchPress/v_BenchPress_g05_c02.avi,BenchPress
v_BenchPress_g11_c03,/train/BenchPress/v_BenchPress_g11_c03.avi,BenchPress
v_BenchPress_g04_c01,/train/BenchPress/v_BenchPress_g04_c01.avi,BenchPress
v_BenchPress_g11_c05,/train/BenchPress/v_BenchPress_g11_c05.avi,BenchPress
v_BenchPress_g18_c02,/train/BenchPress/v_BenchPress_g18_c02.avi,BenchPress
v_BenchPress_g21_c04,/train/BenchPress/v_BenchPress_g21_c04.avi,BenchPress
v_BenchPress_g12_c05,/train/BenchPress/v_BenchPress_g12_c05.avi,BenchPress
v_BenchPress_g20_c06,/train/BenchPress/v_BenchPress_g20_c06.avi,BenchPress
v_BenchPress_g14_c07,/train/BenchPress/v_BenchPress_g14_c07.avi,BenchPress
v_BenchPress_g13_c06,/train/BenchPress/v_BenchPress_g13_c06.avi,BenchPress
v_BenchPress_g16_c03,/train/BenchPress/v_BenchPress_g16_c03.avi,BenchPress
v_BenchPress_g01_c03,/train/BenchPress/v_BenchPress_g01_c03.avi,BenchPress
v_BenchPress_g08_c04,/train/BenchPress/v_BenchPress_g08_c04.avi,BenchPress
v_BenchPress_g13_c02,/train/BenchPress/v_BenchPress_g13_c02.avi,BenchPress
v_BenchPress_g02_c05,/train/BenchPress/v_BenchPress_g02_c05.avi,BenchPress
v_BenchPress_g06_c07,/train/BenchPress/v_BenchPress_g06_c07.avi,BenchPress
v_BenchPress_g07_c04,/train/BenchPress/v_BenchPress_g07_c04.avi,BenchPress
v_BenchPress_g08_c03,/train/BenchPress/v_BenchPress_g08_c03.avi,BenchPress
v_BenchPress_g14_c04,/train/BenchPress/v_BenchPress_g14_c04.avi,BenchPress
v_BenchPress_g07_c07,/train/BenchPress/v_BenchPress_g07_c07.avi,BenchPress
v_BenchPress_g24_c05,/train/BenchPress/v_BenchPress_g24_c05.avi,BenchPress
v_BenchPress_g06_c05,/train/BenchPress/v_BenchPress_g06_c05.avi,BenchPress
v_BenchPress_g06_c06,/train/BenchPress/v_BenchPress_g06_c06.avi,BenchPress
v_BenchPress_g17_c02,/train/BenchPress/v_BenchPress_g17_c02.avi,BenchPress
v_BenchPress_g16_c02,/train/BenchPress/v_BenchPress_g16_c02.avi,BenchPress
v_BenchPress_g02_c04,/train/BenchPress/v_BenchPress_g02_c04.avi,BenchPress
v_BenchPress_g03_c02,/train/BenchPress/v_BenchPress_g03_c02.avi,BenchPress
v_BenchPress_g07_c01,/train/BenchPress/v_BenchPress_g07_c01.avi,BenchPress
v_BenchPress_g08_c01,/train/BenchPress/v_BenchPress_g08_c01.avi,BenchPress
v_BenchPress_g03_c06,/train/BenchPress/v_BenchPress_g03_c06.avi,BenchPress
v_BenchPress_g17_c04,/train/BenchPress/v_BenchPress_g17_c04.avi,BenchPress
v_BenchPress_g13_c04,/train/BenchPress/v_BenchPress_g13_c04.avi,BenchPress
v_BenchPress_g16_c01,/train/BenchPress/v_BenchPress_g16_c01.avi,BenchPress
v_BenchPress_g23_c03,/train/BenchPress/v_BenchPress_g23_c03.avi,BenchPress
v_BenchPress_g25_c06,/train/BenchPress/v_BenchPress_g25_c06.avi,BenchPress
v_BenchPress_g17_c03,/train/BenchPress/v_BenchPress_g17_c03.avi,BenchPress
v_BenchPress_g02_c02,/train/BenchPress/v_BenchPress_g02_c02.avi,BenchPress
v_BenchPress_g20_c02,/train/BenchPress/v_BenchPress_g20_c02.avi,BenchPress
v_BenchPress_g12_c01,/train/BenchPress/v_BenchPress_g12_c01.avi,BenchPress
v_BenchPress_g09_c01,/train/BenchPress/v_BenchPress_g09_c01.avi,BenchPress
v_BenchPress_g12_c04,/train/BenchPress/v_BenchPress_g12_c04.avi,BenchPress
v_BenchPress_g25_c02,/train/BenchPress/v_BenchPress_g25_c02.avi,BenchPress
v_BenchPress_g06_c01,/train/BenchPress/v_BenchPress_g06_c01.avi,BenchPress
v_BenchPress_g15_c05,/train/BenchPress/v_BenchPress_g15_c05.avi,BenchPress
v_BenchPress_g24_c07,/train/BenchPress/v_BenchPress_g24_c07.avi,BenchPress
v_BenchPress_g24_c04,/train/BenchPress/v_BenchPress_g24_c04.avi,BenchPress
v_BenchPress_g15_c04,/train/BenchPress/v_BenchPress_g15_c04.avi,BenchPress
v_BenchPress_g22_c02,/train/BenchPress/v_BenchPress_g22_c02.avi,BenchPress
v_BenchPress_g09_c04,/train/BenchPress/v_BenchPress_g09_c04.avi,BenchPress
v_BenchPress_g24_c01,/train/BenchPress/v_BenchPress_g24_c01.avi,BenchPress
v_BenchPress_g06_c02,/train/BenchPress/v_BenchPress_g06_c02.avi,BenchPress
v_BenchPress_g17_c07,/train/BenchPress/v_BenchPress_g17_c07.avi,BenchPress
v_BenchPress_g11_c04,/train/BenchPress/v_BenchPress_g11_c04.avi,BenchPress
v_BenchPress_g08_c07,/train/BenchPress/v_BenchPress_g08_c07.avi,BenchPress
v_BenchPress_g21_c02,/train/BenchPress/v_BenchPress_g21_c02.avi,BenchPress
v_BenchPress_g23_c02,/train/BenchPress/v_BenchPress_g23_c02.avi,BenchPress
v_BenchPress_g07_c03,/train/BenchPress/v_BenchPress_g07_c03.avi,BenchPress
v_BenchPress_g01_c01,/train/BenchPress/v_BenchPress_g01_c01.avi,BenchPress
v_BenchPress_g03_c05,/train/BenchPress/v_BenchPress_g03_c05.avi,BenchPress
v_BenchPress_g21_c01,/train/BenchPress/v_BenchPress_g21_c01.avi,BenchPress
v_BenchPress_g17_c01,/train/BenchPress/v_BenchPress_g17_c01.avi,BenchPress
v_BenchPress_g24_c02,/train/BenchPress/v_BenchPress_g24_c02.avi,BenchPress
v_BenchPress_g04_c07,/train/BenchPress/v_BenchPress_g04_c07.avi,BenchPress
v_BenchPress_g01_c06,/train/BenchPress/v_BenchPress_g01_c06.avi,BenchPress
v_BenchPress_g05_c04,/train/BenchPress/v_BenchPress_g05_c04.avi,BenchPress
v_BenchPress_g06_c04,/train/BenchPress/v_BenchPress_g06_c04.avi,BenchPress
v_BenchPress_g10_c02,/train/BenchPress/v_BenchPress_g10_c02.avi,BenchPress
v_BenchPress_g04_c06,/train/BenchPress/v_BenchPress_g04_c06.avi,BenchPress
v_BenchPress_g04_c02,/train/BenchPress/v_BenchPress_g04_c02.avi,BenchPress
v_BenchPress_g20_c04,/train/BenchPress/v_BenchPress_g20_c04.avi,BenchPress
v_BenchPress_g19_c02,/train/BenchPress/v_BenchPress_g19_c02.avi,BenchPress
